,CustomerID,Recency,Frequency,Monetary,R,F,M,Seg
1094,13826,176,1,189.5,2,1,1,Normal
1095,13827,58,3,412.04999999999995,3,3,2,Loyal
1096,13828,22,1,209.48999999999998,4,1,1,New customer
1097,13831,16,6,2202.99,4,5,5,Champion
1098,13832,19,1,52.199999999999996,4,1,1,New customer
1099,13833,159,1,384.79999999999995,2,1,2,Normal
1100,13835,25,4,834.5699999999998,4,4,3,Loyal
1101,13837,212,2,271.23999999999995,1,2,2,Normal
1102,13838,6,4,691.73,5,4,3,Loyal
1103,13841,253,1,85.0,1,1,1,Normal
1104,13842,59,9,3385.62,3,5,5,Loyal
1105,13844,11,1,361.61999999999995,5,1,2,New customer
1106,13845,65,1,312.98,3,1,2,Normal
1107,13846,25,3,865.06,4,3,3,Loyal
1108,13848,92,3,1255.0,2,3,4,At risk
1109,13849,52,2,1537.9500000000003,3,2,4,Normal
1110,13850,129,1,1595.4800000000005,2,1,4,Lost high value
1111,13851,96,3,2651.4600000000005,2,3,5,At risk
1112,13853,57,1,1090.1399999999999,3,1,4,Normal
1113,13854,9,25,8109.519999999999,5,5,5,Champion
1114,13856,169,3,388.5,2,3,2,Normal
1115,13858,57,1,216.17000000000002,3,1,1,Normal
1116,13859,326,1,201.16,1,1,1,Normal
1117,13860,1,5,1245.9,5,4,4,Champion
1118,13862,18,8,2209.3599999999997,4,5,5,Champion
1119,13863,248,1,305.78,1,1,2,Normal
1120,13865,58,4,501.56,3,4,3,Loyal
1121,13866,74,1,145.67000000000002,2,1,1,Normal
1122,13867,31,3,1015.29,4,3,4,Loyal
1123,13868,7,2,3192.54,5,2,5,New customer
1124,13869,123,4,3104.9500000000003,2,4,5,At risk
1125,13870,2,8,2770.94,5,5,5,Champion
1126,13871,23,13,6403.25,4,5,5,Champion
1127,13873,120,3,389.59999999999997,2,3,2,Normal
1128,13874,358,1,540.45,1,1,3,Normal
1129,13875,54,5,1786.7900000000002,3,4,4,Loyal
1130,13876,64,1,122.69999999999999,3,1,1,Normal
1131,13877,86,1,117.24,2,1,1,Normal
1132,13878,55,1,1281.5300000000002,3,1,4,Normal
1133,13880,21,13,3219.7700000000004,4,5,5,Champion
1134,13881,4,20,17159.52,5,5,5,Champion
1135,13882,3,5,1191.13,5,4,4,Champion
1136,13883,11,5,2674.4800000000005,5,4,5,Champion
1137,13884,7,5,787.6,5,4,3,Loyal
1138,13885,189,2,506.8,1,2,3,Normal
1139,13886,71,1,243.55999999999997,3,1,1,Normal
1140,13887,204,1,349.55,1,1,2,Normal
1141,13888,120,2,605.63,2,2,3,Normal
1142,13889,93,1,416.90000000000003,2,1,2,Normal
1143,13890,1,10,1883.8100000000002,5,5,4,Champion
1144,13892,27,4,632.9699999999999,4,4,3,Loyal
1145,13893,298,1,821.0999999999999,1,1,3,Normal
1146,13894,24,3,564.62,4,3,3,Loyal
1147,13895,28,4,2593.07,4,4,5,Champion
1148,13897,50,1,311.15999999999997,3,1,2,Normal
1149,13898,326,1,155.93,1,1,1,Normal
1150,13899,16,2,388.52000000000004,4,2,2,New customer
1151,13900,183,3,740.95,1,3,3,Normal
1152,13901,72,5,2867.2000000000003,3,4,5,Loyal
1153,13904,37,2,332.64,3,2,2,Normal
1154,13908,80,4,2369.5499999999997,2,4,5,At risk
1155,13911,57,9,2580.91,3,5,5,Loyal
1156,13914,12,2,626.45,5,2,3,New customer
1157,13917,50,2,272.04,3,2,2,Normal
1158,13918,50,2,1212.8400000000004,3,2,4,Normal
1159,13919,59,2,384.80999999999995,3,2,2,Normal
1160,13922,352,1,172.25,1,1,1,Normal
1161,13923,54,1,351.13,3,1,2,Normal
1162,13924,2,6,1838.85,5,5,4,Champion
1163,13925,93,4,678.25,2,4,3,Normal
1164,13926,23,1,223.85000000000002,4,1,1,New customer
1165,13927,75,1,348.99000000000007,2,1,2,Normal
1166,13928,11,4,464.56999999999994,5,4,2,Loyal
1167,13929,169,2,842.65,2,2,3,Normal
1168,13930,58,2,337.34,3,2,2,Normal
1169,13931,96,2,1237.53,2,2,4,At risk
1170,13932,295,1,307.4,1,1,2,Normal
1171,13933,109,2,608.79,2,2,3,Normal
1172,13934,264,1,922.0999999999999,1,1,3,Normal
1173,13936,180,1,376.58000000000004,1,1,2,Normal
1174,13937,169,1,158.85,2,1,1,Normal
1175,13938,35,1,71.66,3,1,1,Normal
1176,13939,23,3,568.55,4,3,3,Loyal
1177,13940,17,4,839.1400000000001,4,4,3,Loyal
1178,13941,22,5,5112.960000000001,4,4,5,Champion
1179,13946,79,3,561.57,2,3,3,Normal
1180,13947,65,1,90.6,3,1,1,Normal
1181,13948,361,1,101.99999999999999,1,1,1,Normal
1182,13949,3,6,2427.32,5,5,5,Champion
1183,13950,11,4,745.0600000000001,5,4,3,Loyal
1184,13951,176,3,674.45,2,3,3,Normal
1185,13952,218,2,3251.0710000000004,1,2,5,At risk
1186,13953,7,7,3515.6800000000003,5,5,5,Champion
1187,13954,2,2,439.91999999999996,5,3,2,Loyal
1188,13955,154,2,322.96000000000004,2,3,2,Normal
1189,13956,5,5,1026.42,5,4,4,Champion
1190,13959,79,3,598.2,2,3,3,Normal
1191,13960,21,2,230.22000000000003,4,3,1,Loyal
1192,13962,22,2,169.54999999999995,4,3,1,Loyal
1193,13963,308,4,664.54,1,4,3,Normal
1194,13967,146,1,80.7,2,1,1,Normal
1195,13969,7,18,9053.94,5,5,5,Champion
1196,13971,19,8,2758.26,4,5,5,Champion
1197,13972,71,2,190.25,3,3,1,Loyal
1198,13973,287,1,264.7,1,1,2,Normal
1199,13974,49,1,413.59000000000003,3,1,2,Normal
1200,13975,31,6,2526.28,4,5,5,Champion
1201,13976,207,1,357.98,1,1,2,Normal
1202,13978,15,2,196.79,4,3,1,Loyal
1203,13979,73,1,869.8700000000001,2,1,3,Normal
1204,13980,60,1,200.14,3,1,1,Normal
1205,13982,39,4,1871.8099999999997,3,4,4,Loyal
1206,13983,30,12,2603.4300000000003,4,5,5,Champion
1207,13984,27,5,920.51,4,4,3,Loyal
1208,13985,4,15,7060.130000000001,5,5,5,Champion
1209,13986,17,1,320.46000000000004,4,1,2,New customer
1210,13988,20,6,4147.96,4,5,5,Champion
1211,13989,66,2,1266.0800000000002,3,3,4,Loyal
1212,13990,213,1,311.3,1,1,2,Normal
1213,13991,12,6,855.9699999999999,5,5,3,Loyal
1214,13992,30,1,76.8,4,1,1,New customer
1215,13993,43,9,3466.3599999999997,3,5,5,Loyal
1216,13994,4,6,2313.1400000000003,5,5,5,Champion
1217,13995,15,5,1393.6900000000003,4,4,4,Champion
1218,13999,10,12,3901.81,5,5,5,Champion
1219,14000,211,1,635.6600000000001,1,1,3,Normal
1220,14001,46,3,2043.0800000000002,3,3,4,Loyal
1221,14002,134,2,529.73,2,3,3,Normal
1222,14004,43,7,4582.64,3,5,5,Loyal
1223,14005,10,5,2874.7200000000003,5,4,5,Champion
1224,14006,116,3,962.19,2,3,4,At risk
1225,14009,198,2,695.61,1,3,3,Normal
1226,14012,278,1,328.8,1,1,2,Normal
1227,14013,110,3,473.02000000000004,2,3,2,Normal
1228,14014,77,1,505.17999999999995,2,1,3,Normal
1229,14015,53,1,917.34,3,1,3,Normal
1230,14016,162,4,4341.21,2,4,5,At risk
1231,14019,47,3,1421.6100000000001,3,3,4,Loyal
1232,14020,17,2,642.8000000000001,4,3,3,Loyal
1233,14021,155,3,631.9,2,3,3,Normal
1234,14022,225,1,440.00000000000006,1,1,2,Normal
1235,14023,7,2,584.0699999999999,5,3,3,Loyal
1236,14024,122,2,327.70000000000005,2,3,2,Normal
1237,14027,61,1,104.82000000000002,3,1,1,Normal
1238,14029,63,2,467.6599999999999,3,3,2,Loyal
1239,14030,18,8,2360.09,4,5,5,Champion
1240,14031,7,19,17286.86,5,5,5,Champion
1241,14032,2,11,2975.59,5,5,5,Champion
1242,14034,22,3,651.8199999999999,4,3,3,Loyal
1243,14035,29,5,1428.02,4,4,4,Champion
1244,14036,285,1,626.65,1,1,3,Normal
1245,14037,176,2,147.2,2,3,1,Normal
1246,14038,78,3,1560.3799999999999,2,3,4,At risk
1247,14039,33,1,152.2,4,1,1,New customer
1248,14040,41,12,3614.92,3,5,5,Loyal
1249,14041,266,1,141.41000000000003,1,1,1,Normal
1250,14044,27,4,652.8199999999999,4,4,3,Loyal
1251,14045,109,4,1659.75,2,4,4,At risk
1252,14046,284,1,154.99,1,1,1,Normal
1253,14047,9,5,1308.6100000000001,5,4,4,Champion
1254,14048,305,1,409.92999999999995,1,1,2,Normal
1255,14049,17,4,5681.719999999999,4,4,5,Champion
1256,14050,32,2,746.36,4,3,3,Loyal
1257,14051,1,23,15610.39,5,5,5,Champion
1258,14052,20,1,225.36,4,1,1,New customer
1259,14053,124,2,260.25,2,3,2,Normal
1260,14054,65,1,92.46000000000001,3,1,1,Normal
1261,14055,106,1,725.64,2,1,3,Normal
1262,14056,1,23,8214.650000000001,5,5,5,Champion
1263,14057,24,17,6217.959999999999,4,5,5,Champion
1264,14059,267,1,183.6,1,1,1,Normal
1265,14060,5,19,6140.42,5,5,5,Champion
1266,14062,10,12,10464.85,5,5,5,Champion
1267,14064,29,5,1353.7399999999998,4,4,4,Champion
1268,14066,267,1,152.55,1,1,1,Normal
1269,14067,64,2,374.7,3,3,2,Loyal
1270,14068,320,1,265.85,1,1,2,Normal
1271,14071,4,8,1438.82,5,5,4,Champion
1272,14073,32,1,151.04,4,1,1,New customer
1273,14075,5,3,942.26,5,3,3,Loyal
1274,14076,129,1,122.47000000000001,2,1,1,Normal
1275,14077,41,5,499.42,3,4,3,Loyal
1276,14078,102,6,1049.37,2,5,4,At risk
1277,14079,125,1,375.0999999999999,2,1,2,Normal
1278,14080,33,1,45.599999999999994,4,1,1,New customer
1279,14081,302,2,934.52,1,3,3,Normal
1280,14082,365,1,182.25,1,1,1,Normal
1281,14083,4,9,1018.4300000000002,5,5,4,Champion
1282,14085,2,18,4448.540000000001,5,5,5,Champion
1283,14087,3,1,194.42,5,1,1,New customer
1284,14088,10,13,50491.810000000005,5,5,5,Champion
1285,14089,57,1,161.0,3,1,1,Normal
1286,14090,325,1,76.32000000000001,1,1,1,Normal
1287,14092,8,14,4076.9100000000003,5,5,5,Champion
1288,14093,12,1,442.84999999999997,5,1,2,New customer
1289,14096,4,17,65164.79,5,5,5,Champion
1290,14098,37,1,147.35,3,1,1,Normal
1291,14099,16,11,3104.17,4,5,5,Champion
1292,14100,138,1,194.9,2,1,1,Normal
1293,14101,74,6,5976.79,2,5,5,At risk
1294,14102,5,5,1360.2800000000002,5,4,4,Champion
1295,14104,155,2,216.21,2,3,1,Normal
1296,14105,239,1,1266.23,1,1,4,Lost high value
1297,14107,52,7,2703.23,3,5,5,Loyal
1298,14108,31,2,597.91,4,3,3,Loyal
1299,14109,73,1,144.20000000000002,2,1,1,Normal
1300,14110,4,12,5683.15,5,5,5,Champion
1301,14111,14,4,692.85,4,4,3,Loyal
1302,14112,23,7,2915.15,4,5,5,Champion
1303,14113,4,4,1840.42,5,4,4,Champion
1304,14114,274,2,386.52999999999986,1,3,2,Normal
1305,14116,20,5,1382.74,4,4,4,Champion
1306,14117,144,1,90.0,2,1,1,Normal
1307,14121,4,4,2780.15,5,4,5,Champion
1308,14124,84,1,419.58,2,1,2,Normal
1309,14125,11,3,2740.4300000000003,5,3,5,Loyal
1310,14126,8,3,706.1300000000001,5,3,3,Loyal
1311,14127,123,3,709.71,2,3,3,Normal
1312,14128,61,2,637.5000000000001,3,3,3,Loyal
1313,14129,2,5,1123.86,5,4,4,Champion
1314,14130,319,1,483.85999999999996,1,1,2,Normal
1315,14132,2,11,3586.0299999999997,5,5,5,Champion
1316,14133,130,3,605.64,2,3,3,Normal
1317,14135,2,15,4690.3099999999995,5,5,5,Champion
1318,14138,2,2,982.3800000000001,5,3,4,Loyal
1319,14139,46,1,415.82,3,1,2,Normal
1320,14140,4,2,935.05,5,3,3,Loyal
1321,14141,3,4,915.13,5,4,3,Loyal
1322,14142,373,1,311.81,1,1,2,Normal
1323,14143,134,1,115.8,2,1,1,Normal
1324,14145,47,4,3742.2,3,4,5,Loyal
1325,14146,9,5,4191.0,5,4,5,Champion
1326,14147,78,2,483.4,2,3,2,Normal
1327,14148,234,1,157.2,1,1,1,Normal
1328,14149,221,1,446.62,1,1,2,Normal
1329,14150,36,2,658.6400000000001,3,3,3,Loyal
1330,14152,75,2,621.2900000000001,2,3,3,Normal
1331,14154,239,2,1345.6200000000001,1,3,4,At risk
1332,14155,266,1,118.75,1,1,1,Normal
1333,14156,10,55,117379.63,5,5,5,Champion
1334,14157,20,2,432.88,4,3,2,Loyal
1335,14158,40,1,507.65999999999997,3,1,3,Normal
1336,14159,20,11,4693.01,4,5,5,Champion
1337,14161,216,3,1110.5200000000002,1,3,4,At risk
1338,14162,174,2,289.36,2,3,2,Normal
1339,14163,87,4,2445.91,2,4,5,At risk
1340,14164,71,2,1631.77,3,3,4,Loyal
1341,14165,276,1,122.53999999999999,1,1,1,Normal
1342,14167,39,4,574.8400000000001,3,4,3,Loyal
1343,14171,98,1,363.78999999999996,2,1,2,Normal
1344,14173,11,4,450.84,5,4,2,Loyal
1345,14174,33,1,134.45999999999998,4,1,1,New customer
1346,14175,60,3,3222.3,3,3,5,Loyal
1347,14176,297,4,576.9,1,4,3,Normal
1348,14177,86,4,559.41,2,4,3,Normal
1349,14178,9,7,1620.9300000000003,5,5,4,Champion
1350,14179,41,2,719.78,3,3,3,Loyal
1351,14180,11,25,4748.5199999999995,5,5,5,Champion
1352,14184,67,1,452.89,3,1,2,Normal
1353,14185,331,1,197.65,1,1,1,Normal
1354,14188,31,6,2054.3599999999997,4,5,4,Champion
1355,14189,2,15,4654.08,5,5,5,Champion
1356,14191,2,13,4684.76,5,5,5,Champion
1357,14193,68,2,853.39,3,3,3,Loyal
1358,14194,5,21,11349.52,5,5,5,Champion
1359,14195,202,2,1011.9999999999998,1,3,4,At risk
1360,14196,107,1,335.52,2,1,2,Normal
1361,14198,18,4,701.3999999999999,4,4,3,Loyal
1362,14199,218,1,185.39999999999998,1,1,1,Normal
1363,14201,60,7,747.44,3,5,3,Loyal
1364,14204,2,1,161.02999999999997,5,1,1,New customer
1365,14205,17,2,466.70000000000005,4,3,2,Loyal
1366,14206,239,1,328.15999999999997,1,1,2,Normal
1367,14208,95,1,151.74,2,1,1,Normal
1368,14209,11,6,2073.4300000000003,5,5,5,Champion
1369,14210,106,6,1905.8400000000004,2,5,4,At risk
1370,14211,53,9,2241.0999999999995,3,5,5,Loyal
1371,14212,90,1,1070.48,2,1,4,Lost high value
1372,14214,31,5,1004.38,4,4,4,Champion
1373,14215,12,6,1789.72,5,5,4,Champion
1374,14216,3,4,1839.3000000000002,5,4,4,Champion
1375,14217,2,17,2004.9800000000002,5,5,4,Champion
1376,14218,43,1,169.47999999999996,3,1,1,Normal
1377,14219,4,1,89.94,5,1,1,New customer
1378,14220,247,2,632.4000000000001,1,3,3,Normal
1379,14221,42,9,3432.8,3,5,5,Loyal
1380,14222,177,1,683.1700000000001,2,1,3,Normal
1381,14223,92,3,991.1300000000001,2,3,4,At risk
1382,14224,110,4,1050.1200000000001,2,4,4,At risk
1383,14226,29,5,2232.1899999999996,4,4,5,Champion
1384,14227,26,10,3350.96,4,5,5,Champion
1385,14229,52,3,1547.2,3,3,4,Loyal
1386,14231,184,3,925.7099999999999,1,3,3,Normal
1387,14232,43,5,2048.07,3,4,4,Loyal
1388,14233,49,4,1462.7200000000003,3,4,4,Loyal
1389,14234,22,4,775.4599999999999,4,4,3,Loyal
1390,14235,75,5,3144.859999999999,2,4,5,At risk
1391,14236,81,2,490.86,2,3,3,Normal
1392,14237,373,1,161.0,1,1,1,Normal
1393,14238,326,1,146.85,1,1,1,Normal
1394,14239,43,11,2380.85,3,5,5,Loyal
1395,14240,30,2,890.3399999999999,4,3,3,Loyal
1396,14241,184,1,213.70000000000005,1,1,1,Normal
1397,14242,235,2,280.54999999999995,1,3,2,Normal
1398,14243,9,10,2588.77,5,5,5,Champion
1399,14245,220,2,1693.4500000000003,1,3,4,At risk
1400,14246,111,3,1474.06,2,3,4,At risk
1401,14247,278,1,136.76999999999998,1,1,1,Normal
1402,14248,318,1,302.58000000000004,1,1,2,Normal
1403,14250,7,3,1904.0499999999997,5,3,4,Loyal
1404,14251,2,5,2879.7,5,4,5,Champion
1405,14256,260,2,969.0600000000001,1,3,4,At risk
1406,14257,64,5,3099.7200000000003,3,4,5,Loyal
1407,14258,9,9,12669.980000000001,5,5,5,Champion
1408,14259,142,1,120.0,2,1,1,Normal
1409,14261,51,2,1163.45,3,3,4,Loyal
1410,14262,8,8,2618.2299999999996,5,5,5,Champion
1411,14264,155,2,333.97,2,3,2,Normal
1412,14265,109,2,530.1800000000001,2,3,3,Normal
1413,14267,163,3,1516.2399999999998,2,3,4,At risk
1414,14270,332,1,492.65000000000003,1,1,3,Normal
1415,14271,226,1,112.32000000000002,1,1,1,Normal
1416,14272,74,2,437.96,2,3,2,Normal
1417,14273,51,4,559.97,3,4,3,Loyal
1418,14276,99,3,1119.7399999999998,2,3,4,At risk
1419,14277,15,3,4216.200000000001,4,3,5,Loyal
1420,14280,197,1,134.04,1,1,1,Normal
1421,14282,3,15,3729.34,5,5,5,Champion
1422,14284,31,2,595.25,4,3,3,Loyal
1423,14285,21,4,1910.0100000000002,4,4,4,Champion
1424,14286,24,3,4628.75,4,3,5,Loyal
1425,14287,8,3,176.63,5,3,1,Loyal
1426,14288,213,1,426.6,1,1,2,Normal
1427,14289,9,6,911.26,5,5,3,Loyal
1428,14290,11,5,2314.65,5,4,5,Champion
1429,14291,2,11,3883.249999999999,5,5,5,Champion
1430,14292,8,9,4871.929999999999,5,5,5,Champion
1431,14293,3,4,1046.56,5,4,4,Champion
1432,14295,40,1,166.20000000000002,3,1,1,Normal
1433,14297,18,4,1305.3299999999995,4,4,4,Champion
1434,14298,8,44,51527.3,5,5,5,Champion
1435,14299,8,9,3965.62,5,5,5,Champion
1436,14300,19,1,43.2,4,1,1,New customer
1437,14301,117,1,640.14,2,1,3,Normal
1438,14304,223,1,383.45,1,1,2,Normal
1439,14305,71,3,1858.96,3,3,4,Loyal
1440,14306,51,2,2093.3199999999997,3,3,5,Loyal
1441,14307,89,6,2995.72,2,5,5,At risk
1442,14309,8,9,2352.53,5,5,5,Champion
1443,14311,243,1,310.26,1,1,2,Normal
1444,14312,47,6,1611.5900000000001,3,5,4,Loyal
1445,14314,107,1,119.99999999999999,2,1,1,Normal
1446,14315,45,6,2481.1299999999997,3,5,5,Loyal
1447,14317,65,1,508.58000000000004,3,1,3,Normal
1448,14320,207,2,477.78999999999996,1,3,2,Normal
1449,14321,11,5,1530.7500000000002,5,4,4,Champion
1450,14323,115,2,605.0600000000001,2,3,3,Normal
1451,14326,242,1,183.85000000000002,1,1,1,Normal
1452,14327,163,1,311.65000000000003,2,1,2,Normal
1453,14329,17,7,5014.84,4,5,5,Champion
1454,14331,124,2,462.66,2,3,2,Normal
1455,14332,23,3,866.31,4,3,3,Loyal
1456,14333,68,1,415.20000000000005,3,1,2,Normal
1457,14334,17,8,2552.21,4,5,5,Champion
1458,14335,16,2,468.26,4,3,2,Loyal
1459,14336,17,4,1614.9099999999999,4,4,4,Champion
1460,14338,161,2,588.22,2,3,3,Normal
1461,14339,243,1,309.52000000000004,1,1,2,Normal
1462,14340,219,1,134.7,1,1,1,Normal
1463,14341,45,8,2182.28,3,5,5,Loyal
1464,14342,21,4,668.56,4,4,3,Loyal
1465,14344,127,8,889.9300000000001,2,5,3,Normal
1466,14345,39,1,108.97999999999999,3,1,1,Normal
1467,14346,121,2,1021.58,2,3,4,At risk
1468,14348,260,1,409.57,1,1,2,Normal
1469,14349,10,1,133.5,5,1,1,New customer
1470,14350,274,1,282.93,1,1,2,Normal
1471,14351,165,1,51.0,2,1,1,Normal
1472,14352,157,4,1078.96,2,4,4,At risk
1473,14353,215,1,90.6,1,1,1,Normal
1474,14354,6,2,163.62,5,3,1,Loyal
1475,14355,366,1,174.4,1,1,1,Normal
1476,14356,80,2,701.23,2,3,3,Normal
1477,14357,43,1,225.76999999999998,3,1,1,Normal
1478,14359,19,3,912.18,4,3,3,Loyal
1479,14360,32,4,2128.2300000000005,4,4,5,Champion
1480,14362,22,1,161.2,4,1,1,New customer
1481,14364,109,8,3717.35,2,5,5,At risk
1482,14367,8,16,9261.52,5,5,5,Champion
1483,14368,320,1,155.0,1,1,1,Normal
1484,14371,295,1,100.5,1,1,1,Normal
1485,14373,358,1,76.55,1,1,1,Normal
1486,14375,185,1,257.67999999999995,1,1,2,Normal
1487,14377,191,2,617.0500000000002,1,3,3,Normal
1488,14379,44,2,348.1000000000001,3,3,2,Loyal
1489,14381,52,1,202.68,3,1,1,Normal
1490,14382,26,1,626.0699999999999,4,1,3,New customer
1491,14383,38,3,1247.69,3,3,4,Loyal
1492,14385,9,3,202.11,5,3,1,Loyal
1493,14386,297,1,142.4,1,1,1,Normal
1494,14387,33,3,1770.56,4,3,4,Loyal
1495,14388,10,8,3212.84,5,5,5,Champion
1496,14389,65,2,1043.46,3,3,4,Loyal
1497,14390,10,9,4652.820000000001,5,5,5,Champion
1498,14393,218,1,67.95,1,1,1,Normal
1499,14395,2,9,3507.7100000000005,5,5,5,Champion
1500,14396,65,2,487.99,3,3,2,Loyal
1501,14397,3,19,2612.96,5,5,5,Champion
1502,14400,149,1,574.7,2,1,3,Normal
1503,14401,4,13,4051.4800000000005,5,5,5,Champion
1504,14403,130,4,1475.81,2,4,4,At risk
1505,14404,34,6,1474.3200000000002,3,5,4,Loyal
1506,14406,119,1,156.75,2,1,1,Normal
1507,14407,107,6,2157.73,2,5,5,At risk
1508,14408,11,7,2606.5300000000007,5,5,5,Champion
1509,14409,71,6,2059.4500000000003,3,5,5,Loyal
1510,14410,92,9,1105.07,2,5,4,At risk
1511,14411,311,1,1062.9999999999998,1,1,4,Lost high value
1512,14412,43,2,770.03,3,3,3,Loyal
1513,14413,362,1,122.70000000000002,1,1,1,Normal
1514,14414,92,7,1496.9799999999998,2,5,4,At risk
1515,14415,1,13,5900.280000000001,5,5,5,Champion
1516,14416,22,2,490.2200000000001,4,3,3,Loyal
1517,14418,4,3,1937.25,5,3,4,Loyal
1518,14419,11,6,1058.0600000000002,5,5,4,Champion
1519,14420,99,1,387.5200000000001,2,1,2,Normal
1520,14421,57,2,813.1099999999999,3,3,3,Loyal
1521,14422,1,6,4263.639999999999,5,5,5,Champion
1522,14423,218,1,265.2,1,1,2,Normal
1523,14424,18,1,322.08,4,1,2,New customer
1524,14426,24,10,4481.67,4,5,5,Champion
1525,14427,50,2,363.34000000000003,3,3,2,Loyal
1526,14428,7,5,1244.8300000000002,5,4,4,Champion
1527,14431,303,1,470.36,1,1,2,Normal
1528,14432,10,6,2255.51,5,5,5,Champion
1529,14434,22,6,1372.7999999999997,4,5,4,Champion
1530,14436,99,1,89.06,2,1,1,Normal
1531,14437,366,1,62.99999999999999,1,1,1,Normal
1532,14438,306,1,131.9,1,1,1,Normal
1533,14439,320,1,2661.24,1,1,5,Lost high value
1534,14440,8,5,2357.6800000000003,5,4,5,Champion
1535,14441,1,4,1712.89,5,4,4,Champion
1536,14442,205,2,1589.8200000000002,1,3,4,At risk
1537,14443,54,4,1420.2,3,4,4,Loyal
1538,14446,1,4,1039.58,5,4,4,Champion
1539,14447,19,5,1163.23,4,4,4,Champion
1540,14448,9,2,375.35,5,3,2,Loyal
1541,14449,19,4,907.0999999999999,4,4,3,Loyal
1542,14450,181,3,483.25000000000006,1,3,2,Normal
1543,14451,60,2,662.59,3,3,3,Loyal
1544,14452,11,2,264.43999999999994,5,3,2,Loyal
1545,14453,190,1,119.93,1,1,1,Normal
1546,14456,5,9,3062.3999999999996,5,5,5,Champion
1547,14457,311,1,113.63999999999999,1,1,1,Normal
1548,14459,155,1,1837.92,2,1,4,Lost high value
1549,14460,110,3,434.34,2,3,2,Normal
1550,14461,148,3,2103.0600000000004,2,3,5,At risk
1551,14462,66,11,2004.02,3,5,4,Loyal
1552,14463,98,3,529.62,2,3,3,Normal
1553,14465,247,3,1058.6200000000001,1,3,4,At risk
1554,14466,29,7,2272.4,4,5,5,Champion
1555,14467,18,4,598.7600000000002,4,4,3,Loyal
1556,14470,12,2,461.19,5,3,2,Loyal
1557,14472,104,8,1936.84,2,5,4,At risk
1558,14473,74,2,234.34000000000003,2,3,1,Normal
1559,14474,46,1,547.6599999999999,3,1,3,Normal
1560,14475,72,3,925.85,3,3,3,Loyal
1561,14476,257,1,215.7,1,1,1,Normal
1562,14477,20,4,1309.6000000000001,4,4,4,Champion
1563,14479,254,2,316.24999999999994,1,3,2,Normal
1564,14480,11,1,279.04999999999995,5,1,2,New customer
1565,14481,165,2,636.51,2,3,3,Normal
1566,14482,18,6,2068.1499999999996,4,5,5,Champion
1567,14483,282,1,137.1,1,1,1,Normal
1568,14484,50,1,321.92,3,1,2,Normal
1569,14485,39,1,165.74999999999994,3,1,1,Normal
1570,14487,27,6,1196.33,4,5,4,Champion
1571,14488,68,1,1064.2800000000002,3,1,4,Normal
1572,14489,207,1,463.38,1,1,2,Normal
1573,14491,175,2,340.93,2,3,2,Normal
1574,14493,7,5,2383.24,5,4,5,Champion
1575,14494,26,1,139.56,4,1,1,New customer
1576,14495,51,2,123.79999999999998,3,3,1,Loyal
1577,14496,312,2,538.81,1,3,3,Normal
1578,14497,309,1,475.37,1,1,2,Normal
1579,14498,43,5,1957.32,3,4,4,Loyal
1580,14499,26,3,815.3200000000002,4,3,3,Loyal
1581,14500,88,3,356.85,2,3,2,Normal
1582,14501,184,2,251.20999999999998,1,3,2,Normal
1583,14502,20,11,2470.67,4,5,5,Champion
1584,14503,3,6,3543.2599999999998,5,5,5,Champion
1585,14504,47,4,673.26,3,4,3,Loyal
1586,14505,17,8,5905.64,4,5,5,Champion
1587,14506,17,5,2012.1700000000003,4,4,4,Champion
1588,14507,24,6,1383.18,4,5,4,Champion
1589,14508,22,2,276.41999999999996,4,3,2,Loyal
1590,14511,11,5,1314.8100000000002,5,4,4,Champion
1591,14512,188,2,275.28,1,3,2,Normal
1592,14513,101,3,455.59,2,3,2,Normal
1593,14514,61,3,1055.3500000000001,3,3,4,Loyal
1594,14515,18,6,2102.09,4,5,5,Champion
1595,14517,33,2,330.45,4,3,2,Loyal
1596,14518,64,1,174.37,3,1,1,Normal
1597,14520,2,2,270.6,5,3,2,Loyal
1598,14522,24,4,974.54,4,4,4,Champion
1599,14523,108,1,241.09000000000003,2,1,1,Normal
1600,14524,32,9,1867.6800000000003,4,5,4,Champion
1601,14525,20,9,4332.2,4,5,5,Champion
1602,14527,3,55,8508.820000000002,5,5,5,Champion
1603,14528,37,1,364.22,3,1,2,Normal
1604,14529,60,3,620.04,3,3,3,Loyal
1605,14530,26,6,2925.91,4,5,5,Champion
1606,14532,236,4,932.8499999999999,1,4,3,Normal
1607,14533,25,7,1949.72,4,5,4,Champion
1608,14534,3,18,4447.050000000001,5,5,5,Champion
1609,14535,60,3,2864.19,3,3,5,Loyal
1610,14536,260,1,171.8,1,1,1,Normal
1611,14537,58,1,355.56,3,1,2,Normal
1612,14538,65,2,388.24999999999994,3,3,2,Loyal
1613,14539,16,2,537.48,4,3,3,Loyal
1614,14540,10,3,996.2600000000001,5,3,4,Loyal
1615,14541,59,8,1461.6500000000003,3,5,4,Loyal
1616,14542,186,1,103.25,1,1,1,Normal
1617,14543,29,16,3630.33,4,5,5,Champion
1618,14544,24,2,2024.4499999999998,4,3,4,Loyal
1619,14546,5,5,2578.09,5,4,5,Champion
1620,14547,4,8,4007.5400000000004,5,5,5,Champion
1621,14548,151,2,652.8,2,3,3,Normal
1622,14549,311,1,289.24,1,1,2,Normal
